16
946 1677
646 767 600
444 376 811
99 479 276
591 650 606
541 772 436
488 492 696
709 448 672
681 724 661
549 232 799
347 276 606
690 271 458
215 148 879
471 344 136
735 399 401
501 415 605
224 446 110
224 306 869
143 451 419
323 538 853
212 323 263
241 352 430
441 27 956
150 153 245
55 494 385
628 26 848
377 696 766
747 445 371
575 73 444
665 858 902
522 468 973
347 403 771
804 554 811
209 65 622
601 217 311
257 27 781
261 679 854
347 508 971
443 597 391
288 100 209
845 125 90
860 434 751
353 303 934
176 437 469
525 174 832
709 525 460
780 256 184
27 616 991
162 574 733
3 810 607
610 684 96
702 638 845
671 639 304
181 133 421
368 222 384
494 779 127
516 501 394
491 769 342
323 58 229
813 179 501
174 467 604
221 80 196
421 314 93
615 771 21
128 123 918
130 199 861
100 611 440
205 779 64
305 112 960
725 754 405
82 337 261
265 151 349
239 181 867
530 334 633
542 187 805
466 309 24
585 88 565
421 648 802
110 203 795
691 828 940
861 507 678
667 85 947
571 17 627
504 498 938
393 39 598
219 464 651
81 123 181
573 418 362
333 758 989
321 78 648
169 80 268
289 295 259
257 152 863
441 36 628
309 806 366
501 238 347
701 263 550
596 724 64
578 476 602
454 626 768
444 202 443
738 296 635
204 699 313
618 637 611
34 396 814
419 220 817
294 762 358
548 610 235
343 52 226
146 722 11
100 17 792
25 86 959
322 234 561
115 827 608
206 820 150
702 431 835
571 18 567
421 140 456
795 84 101
205 461 997
358 425 39
599 222 401
53 623 922
201 758 134
678 666 584
273 574 104
340 630 878
17 578 946
416 307 315
514 188 321
787 416 44
709 530 990
853 701 162
33 249 926
226 219 913
593 116 570
36 526 85
78 773 785
404 49 229
253 531 691
520 550 894
260 830 950
317 448 608
256 463 684
248 115 770
812 346 703
7 408 405
153 455 775
62 299 751
532 770 4
490 177 385
201 582 832
659 168 995
119 728 473
39 762 166
251 740 667
56 753 607
545 377 261
745 217 837
482 228 627
693 367 988
7 678 307
736 488 607
121 527 869
337 449 805
71 670 392
19 5 123
597 160 937
288 275 292
724 636 763
332 10 46
723 504 79
834 847 389
48 337 347
827 550 250
453 224 21
812 432 602
188 821 878
504 150 199
372 678 833
605 538 920
766 180 228
246 668 922
617 407 281
407 7 110
384 139 719
240 740 990
734 279 877
272 455 547
495 325 349
509 618 753
639 609 425
474 366 853
569 196 876
819 315 886
58 218 253
7 638 508
650 272 974
592 820 710
548 794 237
774 115 148
135 821 806
262 521 876
431 336 193
827 480 278
582 498 298
198 405 917
206 362 981
672 670 156
144 707 63
374 19 34
24 511 655
218 128 161
696 60 521
648 433 618
768 161 431
491 127 947
478 131 564
689 5 710
520 440 507
843 239 550
332 855 352
220 63 6
824 49 787
253 256 227
324 515 228
373 19 979
815 756 620
234 760 642
257 535 793
839 421 353
196 210 402
278 795 163
774 428 726
616 681 179
55 31 573
389 90 502
521 419 184
12 264 726
553 142 800
765 339 250
155 127 972
179 225 915
134 487 628
505 720 68
349 729 155
296 170 809
291 258 108
492 242 728
191 464 222
815 14 987
400 340 870
311 267 414
425 400 574
431 833 325
405 651 374
172 609 712
657 187 212
820 493 644
612 605 562
292 196 478
460 844 788
592 658 611
87 439 543
268 738 822
552 125 343
476 346 604
134 612 828
227 859 857
534 703 590
169 652 113
73 841 407
637 749 777
43 262 211
102 433 568
579 820 516
587 495 290
586 598 771
222 89 438
49 630 476
204 346 379
78 703 166
43 838 203
47 214 160
796 176 850
670 523 559
437 311 654
477 691 61
490 646 21
449 409 960
151 734 118
42 466 337
173 664 807
602 399 373
855 368 567
70 518 802
130 442 493
114 699 552
56 619 667
77 178 324
622 747 876
510 724 524
815 363 577
86 81 696
276 223 195
803 481 597
434 549 535
607 68 20
403 401 372
374 54 41
777 207 818
643 437 803
592 754 634
363 717 274
271 59 82
498 71 737
277 454 359
733 346 554
89 207 519
263 622 552
758 702 364
269 54 172
661 488 469
634 142 816
786 80 904
360 487 42
493 573 512
321 737 497
557 154 802
310 40 860
640 574 478
278 575 792
251 315 960
284 846 714
105 231 303
443 311 398
668 41 739
743 490 808
824 153 418
537 508 576
95 768 483
285 43 422
318 812 366
265 398 886
712 267 474
774 95 80
355 143 926
81 596 884
70 630 633
678 740 541
406 826 517
823 799 592
107 790 87
597 505 749
617 320 318
645 37 64
266 769 682
131 139 178
229 690 179
618 47 806
444 280 161
28 275 247
125 615 546
1 157 457
288 320 621
60 241 567
523 588 906
473 787 807
627 54 292
364 196 932
346 322 809
766 46 239
439 575 939
857 715 679
619 855 41
604 304 798
190 857 403
495 342 388
676 576 523
361 451 959
354 93 21
93 275 526
607 147 582
749 48 344
40 687 165
633 538 426
788 685 276
787 812 280
442 283 994
122 127 845
467 241 483
551 432 996
666 604 814
472 341 90
175 777 978
649 159 53
517 230 28
315 826 895
259 821 741
154 491 716
371 701 855
379 492 832
469 163 742
364 67 684
647 39 166
7 105 406
166 84 998
186 714 373
860 1835
122 449 885
375 598 145
850 529 567
358 335 682
257 208 527
188 393 30
587 234 419
570 818 556
135 27 627
587 242 227
783 833 372
523 759 606
56 616 232
192 850 319
332 352 892
793 692 3
538 250 210
59 8 893
782 42 147
193 194 714
457 401 397
770 568 24
617 48 821
774 195 960
739 122 631
162 127 827
506 523 78
759 610 446
16 529 978
838 559 706
714 793 60
329 107 311
340 731 631
814 483 522
180 401 853
525 509 931
29 77 216
468 473 77
6 701 334
432 485 650
421 309 905
457 692 186
552 304 222
282 117 518
253 728 614
689 108 424
577 230 904
664 507 397
563 763 458
475 639 954
575 143 196
171 755 624
663 620 661
646 109 382
121 119 247
837 644 361
115 246 56
743 749 658
271 363 687
772 426 602
450 331 424
145 153 514
89 584 667
352 70 434
137 817 599
329 498 457
74 50 895
623 23 720
238 765 817
738 512 336
760 388 499
405 189 125
105 371 653
644 251 135
378 606 619
335 411 334
421 689 419
200 410 357
184 643 975
563 50 297
721 562 287
523 855 616
636 212 843
445 411 409
545 222 347
686 13 840
341 709 92
576 280 365
446 560 216
738 154 261
291 185 540
213 50 913
506 851 734
832 69 946
266 34 415
507 833 93
357 497 436
328 625 664
271 46 319
358 230 370
35 198 531
855 267 774
736 102 688
453 790 980
9 437 624
53 327 915
562 176 998
740 567 758
270 87 609
658 81 418
27 295 507
738 9 331
734 839 783
96 184 870
588 662 649
666 839 933
694 419 948
378 170 895
677 310 405
628 572 667
315 701 73
222 578 304
388 146 808
401 12 182
339 32 846
225 554 527
846 140 345
802 393 566
57 762 820
24 720 972
623 747 759
616 323 986
469 426 3
705 798 625
683 50 246
277 727 146
425 415 480
169 366 716
765 309 414
307 563 399
304 95 37
11 721 751
44 802 537
281 243 166
355 620 225
448 561 117
732 637 788
734 529 887
457 224 384
127 451 379
566 777 762
465 198 314
756 195 142
295 849 738
141 117 39
229 602 35
319 729 13
477 777 173
632 801 146
394 305 646
320 657 374
375 471 790
352 336 771
377 251 654
670 469 886
752 1 749
592 473 461
325 372 550
488 719 492
203 673 608
832 422 368
270 572 895
850 236 949
812 564 48
354 811 78
264 320 900
471 745 787
258 499 226
21 829 759
340 766 792
329 679 299
835 739 23
763 253 974
751 218 24
443 472 276
822 536 746
111 764 310
255 738 726
233 131 251
382 188 691
705 497 40
556 792 75
249 773 190
105 623 132
54 526 513
625 133 845
363 457 807
831 118 998
155 422 907
2 724 357
823 449 659
115 207 651
685 809 705
184 751 977
700 775 359
720 168 636
369 856 201
768 743 375
171 308 887
23 181 129
98 602 439
479 405 40
491 838 999
485 73 565
393 548 792
271 74 306
493 712 380
608 566 616
217 78 952
296 741 179
742 568 911
406 439 826
238 387 472
565 356 800
234 245 585
848 6 49
411 538 799
691 531 13
715 333 633
408 355 676
546 103 913
675 25 527
816 8 646
147 175 621
441 727 527
759 604 261
562 697 601
719 65 622
855 626 219
2 853 240
781 765 878
691 460 341
749 206 151
817 175 247
3 585 585
796 402 63
41 497 251
520 572 628
582 166 990
753 562 123
8 464 551
505 345 690
466 86 382
636 225 435
634 84 387
843 642 819
287 179 544
556 586 168
242 573 86
21 775 911
285 532 365
737 249 164
784 731 430
197 595 593
555 366 22
408 296 442
346 683 984
365 166 460
561 684 565
372 158 497
23 299 659
280 694 92
765 186 728
299 409 860
775 646 872
39 756 481
74 806 618
789 307 462
589 772 334
204 517 858
191 801 332
411 542 672
455 675 752
759 205 671
730 258 340
251 412 551
711 540 833
782 636 329
330 842 358
818 315 776
140 127 44
211 837 881
273 248 314
519 165 913
857 87 718
808 17 839
84 354 372
9 464 226
294 16 468
687 427 458
104 237 887
209 618 372
143 644 361
29 647 923
455 554 325
10 575 399
93 541 210
811 355 392
77 803 947
495 275 910
144 439 700
578 683 997
599 832 177
605 483 991
398 96 870
507 395 735
740 536 350
102 859 557
201 506 161
38 445 53
754 578 186
262 661 506
812 105 382
637 852 975
441 840 393
366 98 389
738 579 356
564 290 864
68 33 423
247 759 467
565 74 43
662 194 267
470 37 13
174 230 664
510 32 835
33 215 827
319 200 598
186 402 696
506 544 583
770 566 144
57 271 168
165 379 69
703 757 478
512 516 83
595 664 641
563 73 861
289 846 480
488 306 527
795 184 81
50 21 754
701 149 9
777 601 782
171 636 667
520 763 743
665 579 458
733 199 36
340 369 730
93 157 793
560 162 114
685 710 49
807 103 46
97 657 471
545 663 616
118 88 673
787 450 924
70 371 498
50 607 936
434 804 198
253 240 350
490 434 130
637 689 703
408 11 519
794 735 348
732 148 279
695 652 894
467 587 301
410 845 458
732 337 761
786 338 834
189 366 861
777 635 640
163 560 278
312 486 429
409 648 93
710 483 210
86 537 275
433 687 572
646 757 211
649 850 898
50 618 291
192 832 32
560 603 816
85 489 2
33 840 255
253 747 488
262 618 141
415 299 812
364 384 129
47 468 88
507 729 509
523 161 743
212 560 711
796 540 438
626 348 63
305 494 250
207 603 686
794 851 990
340 98 707
280 131 406
284 792 191
26 726 866
617 848 569
570 215 679
411 354 292
257 339 651
631 651 79
131 403 598
2 148 327
646 194 642
214 705 201
517 442 765
613 691 433
73 589 384
403 204 882
311 268 241
559 86 237
42 292 519
108 436 354
511 155 26
81 483 609
734 858 396
764 627 25
708 669 677
420 282 31
78 453 199
206 239 899
609 770 654
539 626 305
472 199 317
335 81 316
418 87 254
351 520 375
300 333 896
507 225 459
286 164 824
426 38 718
241 246 949
348 503 970
221 248 739
586 278 398
183 12 205
524 194 97
333 42 935
95 729 905
529 369 592
14 526 725
183 540 232
532 631 518
508 263 673
664 132 609
39 79 774
776 331 686
453 66 805
128 196 508
67 32 117
128 474 937
633 792 846
346 362 82
53 216 736
381 292 614
401 605 557
740 481 847
354 146 274
374 162 776
670 778 914
649 676 69
277 735 440
141 129 969
609 213 420
101 9 378
712 459 310
140 565 606
176 350 236
90 749 228
515 304 714
444 673 3
481 603 955
671 205 469
314 423 693
265 771 803
19 806 846
347 659 866
120 40 358
689 44 817
477 721 744
446 436 606
569 682 976
811 492 969
468 194 433
404 92 252
756 339 948
127 606 331
726 141 380
616 499 597
761 860 848
855 679 608
458 35 990
701 119 408
568 613 463
223 433 676
253 241 488
49 671 626
275 248 605
222 343 485
596 57 979
720 578 639
850 245 769
119 694 125
421 101 463
155 246 331
14 144 57
577 692 393
168 797 141
683 384 275
278 175 829
195 310 897
572 857 183
646 709 922
618 382 956
616 278 86
220 203 158
617 708 98
637 711 946
803 838 730
370 291 445
175 333 534
344 145 976
366 377 226
141 54 835
113 646 389
148 661 577
460 682 113
112 188 977
578 315 519
798 91 89
130 77 709
627 719 408
693 157 966
363 421 1
425 675 220
217 361 312
212 474 228
21 602 48
84 629 568
389 508 501
618 467 780
151 852 593
612 192 928
54 230 757
256 858 324
423 27 422
496 646 235
589 859 770
744 524 486
28 452 919
169 736 965
211 595 911
545 2 940
547 123 978
56 706 342
407 812 115
679 708 174
148 437 840
679 733 669
250 823 265
466 100 649
829 537 82
771 412 818
71 593 840
753 600 426
414 341 84
276 733 498
826 300 718
314 403 974
514 603 636
233 538 542
556 402 672
678 572 542
113 830 312
386 853 105
697 794 786
522 459 932
67 69 490
317 691 555
261 73 776
95 488 541
694 532 359
292 454 679
125 253 725
568 383 773
625 329 963
547 16 498
583 7 924
51 14 967
740 622 435
383 379 258
160 822 416
632 616 313
256 178 596
256 419 366
35 577 948
561 770 679
514 6 390
223 92 592
431 135 590
787 462 339
714 324 392
499 450 842
629 859 928
424 73 785
714 840 769
243 217 170
349 503 743
75 795 102
515 352 74
542 486 283
191 684 569
633 91 309
139 720 369
48 201 736
421 356 154
54 148 1000
451 571 137
644 755 123
594 256 870
256 666 921
396 707 808
176 700 359
275 265 116
578 441 121
774 847 480
632 193 442
199 394 286
94 235 483
214 722 692
489 706 708
160 588 882
169 628 398
405 375 938
812 193 502
105 333 523
221 280 967
688 356 31
551 318 971
485 802 7
372 53 813
217 693 449
793 224 652
600 421 763
798 420 920
314 818 631
350 496 360
376 567 771
507 414 742
82 838 540
269 413 529
421 111 48
362 90 85
335 9 798
803 470 848
839 501 810
639 672 20
732 555 456
232 338 856
788 633 172
378 120 199
279 249 194
310 660 802
515 170 411
207 851 179
325 782 565
590 275 878
524 430 658
197 41 771
500 320 269
133 604 342
567 123 134
483 763 355
632 790 596
337 796 510
455 323 658
622 521 410
546 79 263
509 525 276
159 417 287
223 369 418
842 395 51
759 344 96
126 804 703
156 800 859
697 372 213
490 339 735
470 734 19
68 810 938
77 34 982
423 652 685
753 426 219
843 630 767
829 630 540
642 265 308
46 72 296
370 179 515
585 525 836
508 73 512
680 251 952
732 33 404
642 393 32
142 122 814
653 631 662
95 270 261
221 281 590
757 747 633
804 781 423
55 251 609
623 770 695
697 17 819
219 648 80
581 743 392
689 820 412
723 110 850
558 210 767
270 502 756
657 788 159
281 566 43
468 164 475
89 786 967
443 230 370
455 301 636
607 455 474
845 137 722
501 828 178
27 443 643
16 545 23
847 771 131
604 365 957
363 467 380
392 853 478
158 575 122
736 552 501
432 369 617
243 200 656
67 390 729
54 43 908
69 258 107
153 350 206
149 141 649
65 698 414
756 281 889
584 31 690
685 190 874
421 659 2
117 286 63
3 432 923
777 697 958
859 52 571
37 7 94
635 115 177
581 787 796
364 627 508
222 123 1000
222 544 76
421 566 907
592 666 774
672 703 451
296 563 472
567 475 407
580 138 28
482 673 8
847 93 963
321 266 457
402 728 57
280 464 137
562 620 381
215 552 975
189 116 717
61 820 304
52 114 269
680 15 995
235 690 173
295 106 570
660 210 227
130 391 513
380 368 916
780 511 434
72 110 26
460 2 486
127 393 579
157 451 568
162 436 196
584 73 275
8 260 165
832 270 712
239 179 603
703 474 395
221 44 960
84 181 694
263 824 432
664 814 16
122 700 59
594 234 233
830 731 768
110 191 266
850 545 442
101 314 446
244 200 513
16 114 6
348 192 237
18 17 421
69 351 217
670 585 569
656 33 554
115 204 571
761 268 421
710 199 734
580 679 779
277 123 576
758 124 424
209 359 112
292 460 745
822 797 199
54 405 307
51 210 613
38 373 658
710 656 317
550 105 921
247 143 251
403 557 923
435 333 600
291 519 410
570 280 355
553 614 791
599 488 417
469 689 382
83 507 387
664 677 424
859 434 185
594 123 844
285 736 753
190 820 434
517 507 298
739 647 382
728 536 898
165 70 732
392 829 47
133 577 849
851 65 356
569 762 664
291 808 815
721 362 227
451 242 453
183 295 965
232 839 341
143 535 576
26 111 960
477 218 473
362 372 982
704 700 982
317 163 650
26 204 596
38 322 198
773 237 102
823 677 604
755 835 691
440 489 429
682 482 274
58 105 782
582 467 899
451 50 18
814 222 974
244 343 401
715 561 989
350 467 443
236 199 397
103 173 97
846 492 139
147 7 49
495 320 527
530 422 29
645 554 841
310 532 530
19 679 387
367 501 571
352 548 96
29 604 53
450 431 438
571 164 219
679 250 699
55 802 780
681 640 451
264 87 642
349 60 507
801 588 378
39 735 651
337 148 489
389 528 50
533 18 773
470 620 525
745 74 248
506 163 275
754 377 515
730 139 625
757 538 936
208 634 314
60 357 293
157 497 14
321 610 967
450 373 284
135 530 211
853 543 899
44 854 16
476 512 396
245 737 209
37 265 76
170 845 140
465 369 114
798 160 994
220 180 501
705 711 114
659 829 299
424 710 828
795 653 41
61 137 68
790 176 927
771 579 549
156 625 681
388 311 216
853 788 348
389 429 610
450 106 433
841 578 318
119 349 554
460 583 509
171 727 311
626 399 989
254 664 922
335 431 259
352 733 475
814 358 801
797 372 195
62 136 241
356 40 51
127 457 553
375 325 297
614 412 349
439 9 456
444 324 222
292 563 854
493 228 281
434 513 55
81 28 355
71 725 237
455 460 40
389 476 727
839 249 328
321 687 961
329 182 410
212 794 44
762 77 252
15 293 434
336 738 226
85 88 169
507 684 916
29 182 902
293 562 104
174 637 990
175 4 97
466 715 748
397 428 390
225 255 293
41 328 350
82 208 863
754 608 852
317 108 469
284 339 16
61 324 22
624 715 253
430 571 862
113 283 468
821 796 509
553 340 677
740 566 289
662 97 637
522 755 673
448 475 257
442 374 43
330 59 539
797 534 996
662 494 322
182 91 404
597 289 276
466 157 208
434 450 134
638 105 680
15 51 316
109 554 95
363 767 668
274 697 380
742 409 883
219 192 165
445 778 246
342 449 416
769 427 633
841 139 394
285 435 43
821 487 152
720 659 393
460 690 50
702 530 754
659 280 764
646 645 521
363 705 818
821 96 425
65 533 59
397 670 203
472 834 504
615 844 418
715 616 650
195 51 208
448 181 884
502 570 34
675 860 958
244 717 191
694 645 261
33 858 265
617 297 766
509 276 640
787 636 81
173 246 934
840 392 107
31 537 385
18 595 511
365 358 76
107 22 841
679 591 228
269 760 860
529 213 218
678 821 583
605 131 810
521 530 986
654 247 555
518 551 625
686 595 907
712 505 40
610 567 569
703 370 969
407 718 918
71 621 817
137 556 964
646 374 346
11 710 613
776 506 992
590 512 79
142 544 100
596 366 122
289 402 749
634 236 213
834 394 691
2 786 673
316 22 420
113 677 139
435 505 755
842 807 258
363 778 55
532 788 503
64 562 530
398 516 488
161 594 650
493 266 362
791 283 177
605 185 405
229 852 588
645 20 626
512 322 229
304 794 215
48 502 869
441 628 449
476 493 796
768 419 434
157 254 325
380 213 411
782 361 752
838 21 262
708 90 246
14 787 721
124 188 407
113 752 243
533 250 330
268 418 755
630 18 811
379 801 40
174 825 320
579 386 922
780 840 903
768 638 419
709 126 737
54 642 819
224 670 549
273 137 515
769 15 259
833 59 494
307 847 320
759 379 313
844 778 526
559 407 717
802 693 856
783 233 59
163 516 417
116 705 950
334 603 839
761 161 413
743 361 629
858 426 41
839 124 899
289 83 313
273 129 21
503 133 180
361 577 155
